IBINS#                                  IBADD@IN                                IBWPHR                                  IBZIP6 IBZIP4 IBSTE@ IBCITY               IBADD1                         IBLABL IBPAYID IBCNTC                    IBDEL@ IBDTSTS                 IBMSID       IBDTMSID                IBDTMT                  IBTMNT                  IBUSER     IBDTES                  IBTESE                  IBUSRC     IBZPGM     INNAMB
--------------------------------------- --------------------------------------- --------------------------------------- ------ ------ ------ -------------------- ------------------------------ ------ ------- ------------------------- ------ ----------------------- ------------ ----------------------- ----------------------- ----------------------- ---------- ----------------------- ----------------------- ---------- ---------- ------------------------------
6                                       612                                     8005580860                              53226         WI     Milwaukee            PO Box 26279                   N      60054                                    1999-01-29 00:00:00.000              1999-01-29 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:28.000 CC_JWAHDEN 1999-01-29 00:00:00.000 1900-01-01 00:00:00.000 THDIANE    ADRMASTRG  AETNA US HEALTHCARE           
6                                       616                                     8006482511                              06115         CT     Hartford             PO Box 150417                  N      60054                                    1999-01-29 00:00:00.000              1999-01-29 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:00:38.000 CC_JWAHDEN 1999-01-29 00:00:00.000 1900-01-01 00:00:00.000 THDIANE    ADRMASTRG  AETNA US HEALTHCARE           
6                                       50388                                   8772773368                              49501         MI     Grand Rapids         PO Box 353                     N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 11:04:57.000 CC_JWAHDEN 1999-02-25 00:00:00.000 1900-01-01 12:17:39.000 MICHELLES  ADRMASTRG  AETNA US HEALTHCARE           
6                                       50497                                   8004418664                              75710         TX     Tyler                PO Box 2520                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:01.000 CC_JWAHDEN 1999-03-04 00:00:00.000 1900-01-01 15:25:03.000 MICHELLES  ADRMASTRG  AETNA US HEALTHCARE           
6                                       62179                                   8004517715                              12212         NY     Albany               PO Box 15048                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:24:19.000 CC_JWAHDEN 2000-06-21 00:00:00.000 1900-01-01 10:33:09.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       74959                                   6169424000                              49501         MI     Grand Rapids         PO Box 3000                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:40:01.000 CC_JWAHDEN 1999-04-09 00:00:00.000 1900-01-01 14:15:24.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       75143                                   8004517715                              12212         NY     Albany               PO Box 15250                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:24:25.000 CC_JWAHDEN 2000-01-04 00:00:00.000 1900-01-01 14:57:45.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       75230                                   8004322574                              18106         PA     Allentown            PO Box 3905                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:14:05.000 CC_JWAHDEN 1999-04-20 00:00:00.000 1900-01-01 08:51:22.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       75470                                   8775086926                              19903         DE     Dover                PO Box 7012                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:08:03.000 CC_JWAHDEN 1999-04-27 00:00:00.000 1900-01-01 11:36:01.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       75712                                   8606925000                              06115         CT     Hartford             PO Box 150431                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:07:29.000 CC_JWAHDEN 1999-05-04 00:00:00.000 1900-01-01 17:02:03.000 ROSMALP    ADRMASTRG  AETNA US HEALTHCARE           
6                                       77602                                   8004470680                              43216         OH     Columbus             PO Box 163248                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:13:24.000 CC_JWAHDEN 1999-06-10 00:00:00.000 1900-01-01 10:03:52.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       80501                                   8002252386                              78228         TX     San Antonio          PO Box 28905                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:15:52.000 CC_JWAHDEN 1999-07-12 00:00:00.000 1900-01-01 13:19:19.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       85981                                   8004517715                              93765         CA     Fresno               PO Box 12340                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:48:09.000 CC_JWAHDEN 1999-08-30 00:00:00.000 1900-01-01 11:48:48.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       94752                                   8004517715                              92707         CA     Santa Ana            6 Hutton Centre Dr Suite 400   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2006-12-19 00:00:00.000 1900-01-01 12:06:14.000 BECKSCH    1999-10-19 00:00:00.000 1900-01-01 08:33:10.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       96454                                   8004710351                              33631         FL     Tampa                PO Box 31538                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:08:49.000 CC_JWAHDEN 1999-10-26 00:00:00.000 1900-01-01 08:53:45.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       98872                                   0                                       60168         IL     Schaumburg           PO Box 4046                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:09:07.000 CC_JWAHDEN 1999-11-10 00:00:00.000 1900-01-01 16:35:20.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       103552                                  0                                       76015         TX     Arlington            PO Box 9590                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:15:36.000 CC_JWAHDEN 1999-12-10 00:00:00.000 1900-01-01 15:04:42.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       104637                                  8008962386                              15242         PA     Pittsburgh           PO Box 16364                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:15:18.000 CC_JWAHDEN 1999-12-20 00:00:00.000 1900-01-01 16:15:54.000 KATMRET    ADRMASTRG  AETNA US HEALTHCARE           
6                                       104911                                  8006480478                              06095         CT     Windsor              PO Box 706                     N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:07:53.000 CC_JWAHDEN 1999-12-22 00:00:00.000 1900-01-01 17:03:22.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       106697                                  0                                       33631         FL     Tampa                PO Box 31400                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:08:53.000 CC_JWAHDEN 2000-01-03 00:00:00.000 1900-01-01 16:19:38.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       108958                                  8004517715                              92112         CA     San Diego            PO Box 129001                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:06:06.000 CC_JWAHDEN 2000-01-17 00:00:00.000 1900-01-01 17:54:20.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       117095                                  8882522732                              98111         WA     Seattle              PO Box 91028                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:23.000 CC_JWAHDEN 2000-03-15 00:00:00.000 1900-01-01 09:02:03.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       117170                                  8008585631                              18106         PA     Allentown            PO Box 3918                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:14:26.000 CC_JWAHDEN 2000-03-15 00:00:00.000 1900-01-01 11:11:31.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       121299                                  8008433661                              32232         FL     Jacksonville         PO Box 2749                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 11:50:10.000 CC_JWAHDEN 2000-04-11 00:00:00.000 1900-01-01 14:32:45.000 BREMTSC    ADRMASTRG  AETNA US HEALTHCARE           
6                                       123241                                  8886331908                              76015         TX     Arlington            PO Box 91522                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:15:44.000 CC_JWAHDEN 2000-04-24 00:00:00.000 1900-01-01 16:48:21.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       123778                                  8009320783                              17055         PA     Mechanicsburg        1 Mechanicsburg                N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:15:06.000 CC_JWAHDEN 2000-04-27 00:00:00.000 1900-01-01 13:37:24.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       125115                                  8775661135                              53226         WI     Milwaukee            PO Box 26599                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:32.000 CC_JWAHDEN 2000-05-05 00:00:00.000 1900-01-01 14:21:07.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       125216                                  8008962386                              15242         PA     Pittsburgh           PO Box 16364                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:15:22.000 CC_JWAHDEN 2000-05-08 00:00:00.000 1900-01-01 07:12:29.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       125806                                  8008962386                              84627         UT     Ephraim              PO Box 725                     N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:09.000 CC_JWAHDEN 2000-05-10 00:00:00.000 1900-01-01 17:30:34.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       126005                                  8004517715                              93765         CA     Fresno               PO Box 12340                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:32:29.000 CC_JWAHDEN 2000-05-12 00:00:00.000 1900-01-01 07:25:11.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       126142                                  8006383864                              53226         WI     Milwaukee            PO Box 26981                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:36.000 CC_JWAHDEN 2000-05-12 00:00:00.000 1900-01-01 15:44:01.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       126163                                  8004583843                              84627         UT     Ephraim              PO Box 725                     N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:16:13.000 CC_JWAHDEN 2000-05-12 00:00:00.000 1900-01-01 16:53:48.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       128235                                  8005413149                              06615         CT     Stratford            PO Box 150417                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:07:41.000 CC_JWAHDEN 2000-05-30 00:00:00.000 1900-01-01 09:42:43.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       128720                                  8775661135                              40512         KY     Lexington            PO Box 14066                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:42:02.000 CC_JWAHDEN 2000-06-01 00:00:00.000 1900-01-01 10:45:38.000 JENLCLO    ADRMASTRG  AETNA US HEALTHCARE           
6                                       135851                                  8772386200                              40512         KY     Lexington            PO Box 14027                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:09:43.000 CC_JWAHDEN 2000-07-20 00:00:00.000 1900-01-01 14:15:53.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       136607                                  8007060379                              27402         NC     Greensboro           PO Box 26107                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:11:24.000 CC_JWAHDEN 2000-07-26 00:00:00.000 1900-01-01 08:53:57.000 ELLGGAI    ADRMASTRG  AETNA US HEALTHCARE           
6                                       138016                                  8004825141                              48909         MI     Lansing              PO Box 30132                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2006-12-19 00:00:00.000 1900-01-01 12:11:01.000 BECKSCH    2000-08-04 00:00:00.000 1900-01-01 09:50:58.000 BREMTSC    ADRMASTRG  AETNA US HEALTHCARE           
6                                       139725                                  8773686605                              49546         MI     Grand Rapids         3855 Sparks Dr.                N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2006-12-19 00:00:00.000 1900-01-01 12:10:56.000 BECKSCH    2000-08-16 00:00:00.000 1900-01-01 12:26:07.000 JENMBUR    ADRMASTRG  AETNA US HEALTHCARE           
6                                       139819                                  8004451808                              18109         PA     Allentown            PO Box 3921                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:14:45.000 CC_JWAHDEN 2000-08-16 00:00:00.000 1900-01-01 16:17:19.000 ELLGGAI    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142817                                  8007414781                              32232         FL     Jacksonville         PO Box 45116                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:24:58.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:08:33.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142819                                  8008278908                              12212         NY     Albany               PO Box 15078                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:25:04.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:12:47.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142822                                  0                                       40232         KY     Louisville           PO Box 34650                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:09:49.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:17:25.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142826                                  8004517715                              91409         CA     Van Nuys             PO Box 9065                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:40:50.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:30:37.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142828                                  0                                       91410         CA     Van Nuys             PO Box 10383                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:06:27.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:47:44.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142829                                  0                                       12212         NY     Albany               PO Box 15086                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:12:35.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:56:21.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       142830                                  8007438877                              32231         FL     Jacksonville         PO Box 44035                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:25:22.000 CC_JWAHDEN 2000-09-08 00:00:00.000 1900-01-01 17:57:21.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       143503                                  8008823461                              27402         NC     Greensboro           PO Box 26910                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:51:36.000 CC_JWAHDEN 2000-09-14 00:00:00.000 1900-01-01 10:51:05.000 ELLGGAI    ADRMASTRG  AETNA US HEALTHCARE           
6                                       144553                                  8004517715                              92112         CA     San Diego            PO Box 129058                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 09:45:19.000 CC_JWAHDEN 2000-09-21 00:00:00.000 1900-01-01 09:44:47.000 ELLGGAI    ADRMASTRG  AETNA US HEALTHCARE           
6                                       144752                                  8002350123                              58502         ND     Bismarck             PO Box 1858                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 09:26:50.000 CC_JWAHDEN 2000-09-22 00:00:00.000 1900-01-01 09:26:15.000 ELLGGAI    ADRMASTRG  AETNA US HEALTHCARE           
6                                       152033                                  8772386200                              49501         MI     Grand Rapids         PO Box 420                     N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:40:29.000 CC_JWAHDEN 2000-11-10 00:00:00.000 1900-01-01 08:36:12.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       152712                                  8004517715                              06156         CT     Hartford             151 Farmington Ave Dept.WP14   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 08:09:29.000 CC_JWAHDEN 2000-11-15 00:00:00.000 1900-01-01 08:08:38.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       153043                                  8004421566                              19422         PA     Blue Bell            PO Box 2296                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 17:09:12.000 CC_JWAHDEN 2000-11-16 00:00:00.000 1900-01-01 17:08:43.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       158413                                  8004517715                              40512         KY     Lexington            PO Box 14094 (60054)           N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 15:27:24.000 CC_JWAHDEN 2001-01-04 00:00:00.000 1900-01-01 16:22:26.000 KERLNOD    ADRMASTRG  AETNA US HEALTHCARE           
6                                       164447                                  8002237033                              18106         PA     Allentown            PO Box 3946                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:40:15.000 CC_JWAHDEN 2001-02-12 00:00:00.000 1900-01-01 17:29:17.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       174924                                  8004517715                              12212         NY     Albany               PO Box 15046                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:40:49.000 CC_JWAHDEN 2001-04-23 00:00:00.000 1900-01-01 11:45:26.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       179338                                  8004517715                              40512         KY     Lexington            PO Box 14066                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 14:09:13.000 CC_JWAHDEN 2001-05-23 00:00:00.000 1900-01-01 09:06:52.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       181139                                  8774610933                              40512         KY     Lexington            PO Box 14110                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:24:15.000 CC_JWAHDEN 2001-06-05 00:00:00.000 1900-01-01 14:48:55.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       188462                                  0                                       19422         PA     Blue Bell            PO Box 2290                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 13:41:02.000 CC_JWAHDEN 2001-07-25 00:00:00.000 1900-01-01 15:46:14.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       201306                                  0                                       43218         OH     Columbus             PO Box 182082                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 11:09:41.000 CC_JWAHDEN 2001-10-25 00:00:00.000 1900-01-01 11:08:24.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       208821                                  8773686605                              40512         KY     Lexington            PO Box 14091(DONT USE)         N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2006-12-19 00:00:00.000 1900-01-01 16:24:23.000 BECKSCH    2001-12-20 00:00:00.000 1900-01-01 16:22:07.000 JENMBUR    ADRMASTRG  AETNA US HEALTHCARE           
6                                       212982                                  8004517715                              92112         CA     San Diego            PO Box 129055                  N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:16:10.000 CC_JWAHDEN 2002-01-22 00:00:00.000 1900-01-01 15:20:30.000 DANMWAT    ADRMASTRG  AETNA US HEALTHCARE           
6                                       213048                                  8772773368                              40512         KY     Lexington            PO Box 14094                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 12:03:57.000 CC_JWAHDEN 2002-01-23 00:00:00.000 1900-01-01 09:26:21.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       217876                                  8004517715                              40512         KY     Lexington            PO Box 14094                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:37:37.000 CC_JWAHDEN 2002-02-24 00:00:00.000 1900-01-01 14:40:55.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       218426                                  8882471019                              19422         PA     Blue Bell            PO Box 1125                    N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:17:25.000 CC_JWAHDEN 2002-02-27 00:00:00.000 1900-01-01 08:40:50.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       222019                                  8004517715                              40512         KY     Lexington            PO Box 14094                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 10:38:00.000 CC_JWAHDEN 2002-03-20 00:00:00.000 1900-01-01 17:26:11.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       222424                                  8005435458                              40512         KY     Lexington            PO Box 14094                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2010-03-03 00:00:00.000 1900-01-01 11:00:27.000 RBOOKMAN   2002-03-24 00:00:00.000 1900-01-01 11:00:03.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
6                                       223102                                  8008433661                              40512         KY     Lexington            PO Box 14093                   N      60054                                    1940-01-01 00:00:00.000              1940-01-01 00:00:00.000 2009-08-04 00:00:00.000 1900-01-01 09:17:54.000 CC_JWAHDEN 2002-03-28 00:00:00.000 1900-01-01 09:17:37.000 TERLBAL    ADRMASTRG  AETNA US HEALTHCARE           
